song_id,danceability,energy,key,loudness,mode,explicit,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4DEcdqqKokU7UAE4wCGQEy,0.669,0.535,2.0,-12.36,1.0,1.0,0.0972,0.432,0.0,0.208,0.739,120.071
5yVYdGkrDAdPoZmD25ZKKa,0.585,0.857,9.0,-4.578,1.0,0.0,0.0633,0.0385,2.79e-05,0.0274,0.545,142.014
5Wlhd9oIBqCOSg3FbWQuyo,0.541,0.0614,10.0,-17.327,0.0,0.0,0.0401,0.73,0.0,0.098,0.37,133.397
0eHxqgbpr2ptXQtw8Ab3ve,0.39,0.208,0.0,-11.402,1.0,0.0,0.035,0.913,0.000348,0.124,0.0546,114.838
5BmagRD7Thki6O1zZwbxBy,0.251,0.954,6.0,-2.879,1.0,0.0,0.0691,0.000674,0.000132,0.0975,0.264,191.059
2S2NiCF7sa1tQkCZB9FvzX,0.277,0.908,10.0,-11.029,0.0,0.0,0.0463,0.000198,9.2e-05,0.132,0.351,173.713
5oN4ZpVAQcXJySdEoy6uIb,0.565,0.772,8.0,-4.542,0.0,1.0,0.145,0.154,0.0,0.422,0.514,144.25
4zGz2XJCpLqBNAmqYGaJw9,0.706,0.7,7.0,-10.251,0.0,0.0,0.0289,0.19,5.25e-06,0.0736,0.961,112.805
4xOTVtbCPcfxMs2hSt9D6i,0.925,0.388,2.0,-10.508,1.0,1.0,0.419,0.334,0.0,0.332,0.359,105.056
2DUkbddNcFTVwLvzvj7lUV,0.74,0.671,11.0,-6.229,1.0,0.0,0.0312,0.335,0.297,0.127,0.894,123.004
4RPiAR1m2eglvjWMHHFu1Y,0.771,0.758,9.0,-6.013,1.0,0.0,0.3,0.504,0.0,0.109,0.758,104.684
28ir1F2AM6Asyu6WgDzkam,0.624,0.477,1.0,-13.239,1.0,0.0,0.0993,0.75,0.00321,0.107,0.886,165.617
2QzvGh88IoYcbqY7t97bMi,0.546,0.295,3.0,-13.09,1.0,0.0,0.0281,0.663,0.0,0.088,0.31,98.126
7d57hJikVPsmA5w2OJl1Mi,0.589,0.882,0.0,-6.472,1.0,0.0,0.0501,0.000261,7.21e-06,0.0991,0.797,126.095
5cQIiCPBoZy7tH3PQC3eIQ,0.611,0.816,8.0,-7.026,0.0,0.0,0.0953,0.359,0.0,0.0727,0.701,127.749
6yhLR2sVn1IfsScVrR4ocr,0.416,0.341,9.0,-10.749,1.0,0.0,0.0391,0.864,0.0,0.724,0.776,177.229
3kfHdr2sYF2EeWEmBHquVj,0.621,0.717,0.0,-4.161,1.0,0.0,0.0326,0.199,0.0,0.153,0.699,132.815
34FLBRV6WGzzOOs5W8kwZT,0.519,0.33,9.0,-8.08,0.0,0.0,0.0292,0.743,0.0,0.388,0.299,119.866
2IQfpH5B6yJ3KhpIVFm6bP,0.362,0.268,2.0,-10.685,1.0,0.0,0.0287,0.858,0.00769,0.175,0.404,146.621
7pZTVn6oXsWEgl6lmgjmTX,0.329,0.182,0.0,-18.677,1.0,0.0,0.0309,0.493,5.93e-06,0.298,0.424,103.133
3bRdE9zWPQDMw50jPgbdmY,0.49,0.82,0.0,-9.342,0.0,0.0,0.0514,0.00345,0.624,0.13,0.247,108.01
0PHeyl0D4BhLB8PpAEaKjM,0.664,0.688,7.0,-9.052,1.0,0.0,0.031,0.625,0.0785,0.111,0.194,95.041
3m8zVJ3n1mWv1SfovpmKHr,0.48,0.706,7.0,-7.445,0.0,0.0,0.0391,0.159,0.000538,0.262,0.194,93.478
0SuWyURT9dhFFnesXf3CAQ,0.663,0.723,7.0,-6.183,1.0,0.0,0.127,0.717,0.00311,0.717,0.0727,127.076
7KHPcbkCOoK2fpHu3s845n,0.582,0.297,6.0,-10.482,1.0,0.0,0.0277,0.45,6.92e-06,0.11,0.227,102.86
3uVL4Ttj0x32Lp3lOli06U,0.703,0.717,11.0,-7.464,0.0,0.0,0.0264,0.163,0.000961,0.117,0.663,112.692
4KxIW9rRwmQYb27ya4HGiI,0.632,0.76,7.0,-4.273,1.0,1.0,0.283,0.0922,1.25e-06,0.146,0.275,84.838
4DX82Vc8qAH4jJPvKxvwg6,0.747,0.904,9.0,-2.623,1.0,0.0,0.0803,0.046,0.106,0.203,0.846,118.877
6A8v6RAVn2d5Jy1EZ4Tyq1,0.675,0.645,0.0,-7.648,1.0,0.0,0.0323,0.027,0.000172,0.0862,0.898,113.079
4v54kMGcJUKYBj7fVkh3Uu,0.57,0.946,5.0,-5.624,1.0,0.0,0.073,0.276,0.0,0.441,0.854,100.302
6ULAF7fV7JPQPPHz1aP3vc,0.439,0.981,3.0,-4.871,1.0,0.0,0.127,2.01e-05,0.321,0.252,0.219,157.019
40GFPBolcy0yucApV9uxq2,0.431,0.626,5.0,-9.46,1.0,0.0,0.0319,0.547,6.06e-05,0.364,0.762,96.494
08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9.0,-5.678,1.0,0.0,0.047,0.011,0.00965,0.0828,0.763,188.386
6vTPzTw4pN6kE7IkrqTSCd,0.664,0.815,7.0,-6.958,1.0,0.0,0.0567,0.0495,0.000185,0.133,0.8,81.575
3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10.0,-7.44,0.0,0.0,0.0605,0.0125,0.0272,0.153,0.632,114.846
3BSoskNONnjn05yRO2tYFX,0.502,0.54,10.0,-15.93,1.0,0.0,0.0318,0.00105,0.00849,0.243,0.922,160.531
5JefdRnHo6B7iV9KDscen8,0.325,0.894,6.0,-5.584,0.0,0.0,0.0302,0.208,0.00159,0.0991,0.614,80.775
1mzPN6tSioiA1nHsL8wGNt,0.32,0.452,8.0,-9.527,1.0,0.0,0.0304,0.238,0.0662,0.091,0.15,147.727
67ibXkmavZoN2S6m86p70f,0.646,0.193,2.0,-15.631,1.0,0.0,0.0375,0.942,0.00333,0.12,0.434,80.397
7zCI47ILA6MAYXrlI487Hs,0.301,0.158,1.0,-15.383,1.0,0.0,0.0368,0.593,1.28e-06,0.11,0.179,74.546
1O1gT5XKwE6jiXjWf3oEUZ,0.684,0.367,2.0,-10.429,0.0,0.0,0.0405,0.696,0.0,0.105,0.614,145.922
3RX9SAhC11OFQVWDcnLAbU,0.347,0.994,1.0,-2.65,0.0,0.0,0.199,1.28e-05,0.028,0.0916,0.114,98.321
0zeUnjRcSYO3hY5XbYsOoA,0.474,0.284,2.0,-10.138,0.0,0.0,0.0304,0.687,2.41e-05,0.0417,0.121,149.84
26zlrWTl45duRsgdxBin1T,0.473,0.63,4.0,-9.514,1.0,0.0,0.0285,0.0936,6.43e-06,0.102,0.403,89.018
01R0Xdwje645C6xFCnMRvm,0.507,0.804,11.0,-13.267,1.0,0.0,0.044,0.0211,0.00248,0.381,0.708,157.996
4EnKJPwUzAFSLMq98k4ITj,0.699,0.0757,2.0,-19.173,1.0,0.0,0.0434,0.878,0.000699,0.117,0.657,132.462
2HvCL8hgJoHrrGAZEjQ3mM,0.644,0.946,9.0,-6.674,0.0,0.0,0.406,0.121,1.59e-06,0.307,0.53,88.828
4C2FLSHRY32RdkWC8i6EMD,0.548,0.576,0.0,-9.296,1.0,0.0,0.0414,0.031,0.000818,0.13,0.175,119.49
3HZMEIZY9Z6GdhPaG5bAK2,0.462,0.319,0.0,-12.448,1.0,0.0,0.0255,0.74,0.000758,0.0803,0.489,89.672
6H9qqWROiE9ZnktW3YrH9b,0.547,0.326,0.0,-12.411,1.0,0.0,0.0281,0.857,1.29e-05,0.0834,0.343,103.178
46fyLy4W9HhAkcb67kLaAV,0.204,0.898,4.0,-5.859,0.0,0.0,0.0938,0.00505,0.0107,0.31,0.14,98.943
3bI4lHCkobzyccDAfAkUQM,0.253,0.821,0.0,-6.119,1.0,0.0,0.1,0.127,0.0,0.448,0.179,151.351
34D6mvDTAPypm92EPs8Rxa,0.54,0.465,7.0,-11.259,1.0,0.0,0.0302,0.652,0.00544,0.132,0.341,94.731
75l90Py7SZymvoQINih5ag,0.575,0.92,9.0,-4.215,1.0,1.0,0.316,0.055,0.0,0.122,0.872,77.473
2lA7UKEjcGOdgRt230jcCA,0.8,0.411,0.0,-6.014,1.0,0.0,0.0548,0.733,0.0,0.0691,0.82,133.49
3spZWx2zKsMg5Euad4Mhty,0.414,0.334,1.0,-11.833,1.0,0.0,0.0309,0.583,0.000405,0.179,0.183,106.001
1SMXw7nY2FKxEPfx7PEmQz,0.553,0.854,4.0,-2.852,0.0,0.0,0.0359,0.00324,2.03e-06,0.361,0.647,83.005
0vswnzoKvhNkT1ehc0Tt19,0.46,0.505,9.0,-5.487,1.0,0.0,0.0266,0.42,0.0,0.134,0.22,135.757
3k0VeQiAQ8NErYur5QpBy6,0.566,0.402,2.0,-10.884,1.0,0.0,0.0282,0.325,0.0146,0.112,0.485,111.37
3jVSV60WZE5jPE2a6KGNFy,0.741,0.759,0.0,-5.096,0.0,0.0,0.12,0.0218,0.0,0.628,0.362,97.084
4cXFNj6ys18jAMQ25O4Gy8,0.604,0.822,5.0,-5.856,0.0,0.0,0.0632,0.192,0.0,0.301,0.692,143.725
14wzwdltI8D2mEgBcc1BJV,0.393,0.885,7.0,-8.066,1.0,0.0,0.0941,0.0315,0.000146,0.437,0.485,141.302
3FR9weMRq5uV9bs11PJPhk,0.171,0.68,0.0,-9.818,0.0,0.0,0.0426,0.306,1.98e-06,0.143,0.179,79.444
2Phq7kFebjWp2Gi5ungSWF,0.527,0.224,10.0,-13.27,1.0,0.0,0.0293,0.601,0.0202,0.0915,0.178,91.908
0L6O9bdlvHNLErEy2hzir2,0.565,0.465,11.0,-9.342,1.0,0.0,0.0241,0.0314,0.000708,0.111,0.274,143.991
0F845nujLVqCb0XMZCh5Pc,0.532,0.0657,0.0,-19.136,0.0,0.0,0.0406,0.94,0.00488,0.0946,0.292,128.607
0i7YBWlgPqBa2C44eR3lQd,0.396,0.262,10.0,-13.998,1.0,0.0,0.0301,0.866,0.0169,0.159,0.482,81.851
3zhWfTjCmrfcYTZy7C4OaD,0.641,0.913,10.0,-4.567,0.0,0.0,0.0324,0.0976,0.0122,0.153,0.775,99.216
6fM3vAWgVVVNQEfn5shmNI,0.297,0.598,0.0,-12.514,1.0,0.0,0.0328,0.0156,0.0991,0.819,0.542,166.319
4DGu3MWY0ePkCegBz4vnRy,0.77,0.888,1.0,-5.081,1.0,0.0,0.0415,0.0367,0.0,0.0556,0.869,117.016
1sjP6WHuidsDYhTOg6KOCf,0.291,0.794,7.0,-10.434,1.0,1.0,0.0609,2.56e-05,0.0,0.0811,0.786,124.341
1G0zroTAMsLfQhszMAp53c,0.504,0.527,10.0,-8.062,1.0,0.0,0.0636,0.326,0.0,0.108,0.328,180.946
6jiogyKd1hP4voIGtp2oBx,0.461,0.811,7.0,-6.096,1.0,0.0,0.0423,0.00903,1.7e-05,0.514,0.288,100.056
0Gl3aXrZlKglqm6ySgdJiV,0.219,0.661,6.0,-8.81,0.0,0.0,0.0328,0.015,0.0854,0.0669,0.311,81.336
7Hn0bZgca6QFz6OyKkvAi6,0.472,0.836,8.0,-5.167,1.0,0.0,0.0483,0.00229,0.00351,0.126,0.148,126.009
3zroNsHdkhiuRLo29VLZel,0.41,0.426,3.0,-9.474,0.0,0.0,0.0268,0.336,0.709,0.109,0.217,147.998
07EHYORZMFGlBdI5zIB7lp,0.625,0.719,10.0,-3.326,0.0,1.0,0.24,0.672,0.0,0.7,0.524,72.532
0hJPZ0v8QxRwGIKiMGKE1G,0.655,0.611,10.0,-6.54,1.0,0.0,0.0402,0.302,4.37e-06,0.111,0.555,80.035
4ZJFrxu2DR4gAIPFMvZCn5,0.676,0.644,9.0,-4.68,0.0,0.0,0.0427,0.272,1.08e-06,0.0771,0.326,128.98
1lCC3flXDsXQrNPcvDojuI,0.654,0.77,11.0,-6.443,0.0,1.0,0.106,0.0102,0.00827,0.35,0.668,107.781
0JcNR2QhCvT7rHF3xfQye2,0.296,0.747,9.0,-4.563,1.0,0.0,0.0423,0.00034,4.64e-06,0.101,0.184,175.899
3KteGXWUE1Cd49lp6yBESX,0.463,0.476,9.0,-9.472,0.0,0.0,0.0496,0.818,0.00191,0.321,0.445,180.113
0Z3OqaTt9u4P2rWWvQQZ31,0.825,0.412,2.0,-10.358,1.0,0.0,0.123,0.31,0.0449,0.113,0.432,85.831
4vl2zwXsTmAxgu9iY0g6UK,0.423,0.862,0.0,-5.13,0.0,0.0,0.0695,0.00791,0.0,0.133,0.462,154.746
4ijuSvn7dE8i9o8Ori6QmC,0.574,0.441,6.0,-15.258,0.0,0.0,0.0306,0.255,0.00316,0.229,0.911,92.158
3k3I297zKQl6Mopu4okwLn,0.374,0.175,0.0,-15.873,1.0,1.0,0.0346,0.35,0.732,0.505,0.0348,110.619
4uRzUng3q2uMgKbDevPScW,0.244,0.0948,1.0,-17.247,1.0,0.0,0.0345,0.967,0.528,0.113,0.0576,166.415
2TRFdT6c7Q8EYDC0dMJQZL,0.653,0.647,2.0,-8.869,0.0,0.0,0.0256,0.385,0.00123,0.0682,0.579,116.92
2qTZMq2MUC20HFGQghNpVF,0.598,0.837,7.0,-8.852,1.0,1.0,0.0782,0.0108,0.000228,0.136,0.467,99.42
3znoF3XEVQgg1ej2jV0QXw,0.644,0.878,11.0,-5.751,0.0,0.0,0.0377,0.027,4.2e-06,0.149,0.695,94.014
7BW60EnubNl94HnwcuB0E0,0.523,0.673,7.0,-6.226,0.0,0.0,0.0861,0.0914,0.0,0.163,0.413,149.497
4Z74OPUwmhUrCoIZoQze44,0.345,0.834,11.0,-10.15,0.0,0.0,0.0423,0.00483,1.32e-06,0.371,0.438,137.524
294ii3rwz6bTJ2XMn5BDu0,0.424,0.768,0.0,-9.04,1.0,0.0,0.045,0.000303,0.0181,0.363,0.791,129.694
5Szy6a7UdOeSko3EICN4C9,0.25,0.0365,5.0,-20.139,1.0,0.0,0.037,0.952,0.00179,0.0865,0.118,76.738
385Q4oEIYOhNhn6HpFW99J,0.48,0.824,6.0,-4.394,1.0,0.0,0.209,0.197,0.0,0.0938,0.912,171.772
2Yr4E5B39z8Te3FMPUS9Q5,0.599,0.567,1.0,-6.323,0.0,0.0,0.0274,0.0567,0.0,0.0996,0.524,153.989
5VWC7v2dC2K0SIIjT9WTLN,0.382,0.36,0.0,-12.442,1.0,0.0,0.0365,0.52,0.171,0.0747,0.0362,133.273
6ttOR8tpvZFmQXuWLY46TP,0.286,0.944,4.0,-5.45,0.0,0.0,0.133,5.64e-05,0.0736,0.167,0.271,133.652
241WRmfLEZ8KbHxuNpTX2u,0.489,0.625,2.0,-9.083,1.0,0.0,0.0406,0.576,0.0507,0.855,0.504,124.629
0bzarcqpHqyYBEY10IJN5R,0.521,0.534,10.0,-10.467,1.0,0.0,0.0318,0.233,1.02e-05,0.204,0.684,103.106
2HvpDl7hp6JLH4UtKp3fTp,0.399,0.373,6.0,-7.409,0.0,0.0,0.0268,0.306,3.68e-05,0.132,0.109,104.146
2SyIKmkscivKWZRQAsF5tF,0.406,0.515,0.0,-7.505,1.0,0.0,0.0316,0.489,0.0,0.138,0.132,71.08
7neXV046ou4CNN9wyFAED6,0.405,0.364,2.0,-9.901,0.0,0.0,0.0272,0.822,0.0291,0.0779,0.271,169.481
1zNeVf6Qk402L4Urb7CcG8,0.471,0.877,11.0,-5.576,0.0,0.0,0.0378,0.0193,0.0847,0.276,0.419,150.092
5QxwyAStseS18sxNNjWED8,0.735,0.609,10.0,-8.301,1.0,0.0,0.0274,0.518,0.00652,0.216,0.704,120.009
3vLERdxRiXhEVbHxuqMH6V,0.336,0.876,6.0,-9.791,1.0,0.0,0.0511,0.00735,0.0,0.153,0.835,105.975
0PP3oUSvWvsowo4Kf7QaJg,0.601,0.865,4.0,-8.175,0.0,0.0,0.0575,0.479,0.00486,0.159,0.677,103.562
2EJ6SziuwLUu5GyBITh7Cu,0.473,0.968,9.0,-5.405,1.0,0.0,0.0457,0.000608,0.0031,0.344,0.946,114.959
0bKZa2zldftYPRrSRscmG2,0.245,0.96,7.0,-4.719,1.0,0.0,0.175,0.000184,0.00268,0.0718,0.372,184.042
1g8lVIsEkDaGD1nKw6fwUb,0.38,0.994,7.0,-4.638,1.0,1.0,0.124,0.000536,0.00128,0.0956,0.267,96.325
3s2eD7OxJWxot0xg7EYOWI,0.392,0.0245,2.0,-21.214,0.0,0.0,0.0404,0.984,6.91e-05,0.0751,0.19,151.067
56KqaFSGTb7ifpt16t5Y1N,0.796,0.872,9.0,-6.722,0.0,0.0,0.0573,0.287,0.0,0.284,0.866,129.894
3Ws8j16fKE1jj74XksiyV6,0.67,0.704,6.0,-5.333,1.0,0.0,0.0296,0.0734,0.0,0.147,0.542,132.062
7tlvKHYxoeJo59vVzERbkc,0.826,0.865,1.0,-7.72,1.0,0.0,0.111,0.00406,0.788,0.606,0.893,118.015
1wQOGMKsCK7X99DR1H20Br,0.509,0.246,11.0,-12.9,1.0,0.0,0.0415,0.772,0.00148,0.277,0.293,84.59
08JUAt8Am7mifX1ZheQSD0,0.399,0.286,0.0,-10.658,1.0,0.0,0.0407,0.722,7.18e-05,0.124,0.186,137.388
2UVLuddklEVak5PXgC7baA,0.694,0.881,1.0,-4.053,0.0,0.0,0.0701,0.0153,0.0196,0.0851,0.924,121.554
2TBRfDnfwsOIaGxkkXFBN2,0.166,0.957,9.0,-5.323,1.0,0.0,0.142,8.66e-05,0.00724,0.115,0.235,175.828
68lqKFX9fmOxzv9JJCpgWg,0.365,0.109,9.0,-20.888,1.0,0.0,0.0311,0.816,0.000304,0.108,0.165,95.708
3ZXL2lrkp5fhngxjnqQwYk,0.464,0.624,4.0,-6.613,0.0,0.0,0.0399,0.00636,6.64e-06,0.225,0.301,77.362
1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,11.0,-13.222,0.0,0.0,0.0875,0.00456,0.000339,0.0864,0.866,133.148
4I1Q1IuhmFAj23bXOdM9dJ,0.645,0.647,4.0,-6.194,0.0,0.0,0.0342,0.0504,6.9e-05,0.0672,0.605,77.999
19aoReRYJtOo2vWKPffECT,0.444,0.85,0.0,-7.833,1.0,0.0,0.0711,0.105,0.0181,0.549,0.492,150.401
3KmNFfvM2EyGdNPwDDJCp7,0.38,0.727,8.0,-7.397,1.0,1.0,0.0376,4.1e-05,0.186,0.0949,0.115,165.85
21fkN5QbjlzGqDsmR0Ops1,0.429,0.978,8.0,-2.021,1.0,0.0,0.0675,0.0337,0.000173,0.0787,0.689,174.182
1kmSeywVbnlXWMO2c8wa20,0.435,0.223,0.0,-12.706,1.0,0.0,0.0312,0.782,0.00271,0.0838,0.0905,86.677
1d0GYRpnCb0XNQcQdKhfKL,0.595,0.736,11.0,-6.648,1.0,0.0,0.0469,0.0964,9.28e-06,0.104,0.521,167.669
2ERdxKQ5IJo41PqpQA7VNP,0.506,0.902,9.0,-4.705,1.0,0.0,0.0458,0.000198,0.156,0.251,0.764,113.618
5N6pQ2vYtd3Rb9w7LC8PZ9,0.541,0.321,5.0,-14.418,1.0,0.0,0.0329,0.714,0.00345,0.101,0.549,133.531
0qQLbYR9WBEuKARbN0Lttw,0.455,0.343,2.0,-13.24,1.0,0.0,0.028,0.253,0.565,0.121,0.0893,111.052
2xZ5Hf8Zj44SlZUZDdEbLh,0.668,0.537,6.0,-5.551,1.0,0.0,0.0316,0.111,0.0,0.0819,0.655,98.013
5Ae8S82tio4UzmQMz2iRRL,0.493,0.805,9.0,-3.609,0.0,0.0,0.0301,0.00204,0.0,0.121,0.606,174.104
2AtI5ezg87Wk5FTVuFjAfE,0.576,0.322,4.0,-23.134,0.0,0.0,0.178,0.879,0.593,0.694,0.805,83.696
3cuqedekD84QEwVa1yAhdZ,0.574,0.603,4.0,-8.764,1.0,0.0,0.0272,0.355,8.77e-06,0.0734,0.291,140.025
60ijzJRo70XLwAEaX6y0eZ,0.46,0.315,0.0,-13.23,1.0,0.0,0.0503,0.466,0.0,0.0533,0.327,99.402
60R2v9lheAu3lwZwAFxMZK,0.791,0.613,1.0,-11.628,0.0,0.0,0.0763,0.0986,0.0,0.0765,0.896,143.017
2IdDOQEg5gBFrtVwEYud05,0.571,0.868,11.0,-5.194,1.0,0.0,0.0405,0.0631,0.0,0.116,0.671,93.012
7qW9TkSOoSWI63EqzMzksJ,0.475,0.583,2.0,-6.8,1.0,0.0,0.0311,0.159,0.0,0.0849,0.46,163.737
3fCk6T2IJsMVEZ45079urc,0.395,0.996,7.0,-4.764,1.0,1.0,0.214,0.000504,0.000107,0.234,0.291,93.128
6Rj32pDjrH6eXdj4KTtqPY,0.607,0.921,2.0,-6.449,1.0,0.0,0.0447,0.0966,0.0383,0.0981,0.574,142.554
5SeYTnhMDJrXZcCRgQj6eP,0.891,0.364,5.0,-11.889,0.0,0.0,0.136,0.154,0.0,0.0428,0.631,102.012
4SYMibQ93bfzOk6uzkF0dO,0.745,0.771,4.0,-8.231,0.0,0.0,0.0755,0.00104,0.387,0.0574,0.752,95.623
5LC7nItIEFp4nzdFdEGbf9,0.883,0.458,9.0,-6.801,0.0,0.0,0.0411,0.0401,0.000419,0.0603,0.816,91.426
7HyiuTE1BoWP1LonmxXHDD,0.744,0.386,0.0,-9.948,1.0,0.0,0.0349,0.862,0.00519,0.211,0.424,108.991
09Pmwu0iajEEflnp6BIuDu,0.523,0.877,3.0,-5.088,0.0,0.0,0.0503,0.00294,0.0,0.59,0.29,131.026
2x5FYXo5rL4Phmn3UPdkK3,0.354,0.941,1.0,-6.984,1.0,0.0,0.0737,4.79e-05,0.66,0.331,0.569,131.442
6TRLJvVnn5sQG4HseOlnWT,0.497,0.251,4.0,-15.744,1.0,0.0,0.0501,0.243,0.804,0.114,0.543,111.918
1ZQwftFvuyrHrl41HA9dOC,0.442,0.782,3.0,-4.255,1.0,0.0,0.0477,0.235,0.0055,0.195,0.431,95.148
6A5bHvnKMwuOoBqNmqFxUn,0.563,0.88,0.0,-5.275,1.0,0.0,0.0249,0.00988,2.68e-05,0.446,0.86,101.976
2yeix7wKzcU3rmrrmYwTQs,0.571,0.89,5.0,-4.367,0.0,0.0,0.0342,0.0379,3.27e-05,0.111,0.386,119.882
1AQNhc7DIfYY2RJrbsYwF9,0.794,0.264,2.0,-14.084,1.0,0.0,0.14,0.905,0.000629,0.0987,0.478,152.005
06NKSnEMiEJ9NSGRq54JfE,0.491,0.931,8.0,-3.241,1.0,0.0,0.0396,0.00367,0.511,0.0388,0.416,124.338
0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5.0,-7.291,1.0,1.0,0.184,0.0124,0.0601,0.424,0.572,166.367
6eT08jQH8w5BNfAec85k31,0.625,0.266,0.0,-13.742,1.0,0.0,0.031,0.848,0.199,0.103,0.303,136.11
0sKfhhj6hYyJIXnTiZV9vf,0.752,0.823,10.0,-9.455,0.0,0.0,0.0447,0.128,0.0098,0.303,0.962,91.563
6PwjJ58I4t7Mae9xfZ9l9v,0.497,0.97,10.0,-4.851,0.0,0.0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081
7EBt4nrQflTtyqbrSWvK5E,0.504,0.859,0.0,-3.335,1.0,0.0,0.0624,0.0673,0.0,0.0468,0.643,167.125
1StcMuA4Z8Klu3hoLL14Zs,0.178,0.901,2.0,-5.305,1.0,0.0,0.0592,0.00031,0.0142,0.217,0.247,82.442
3Bf7Ya9VwZzAzSSPBVePVV,0.524,0.899,8.0,-5.099,1.0,0.0,0.115,0.166,2.18e-05,0.118,0.508,112.891
6TLSA1Tmw8RQxvAioq6je6,0.554,0.619,6.0,-10.628,0.0,1.0,0.269,0.12,0.0,0.341,0.281,95.919
25ULv167uEe78vlVdFIA3m,0.784,0.469,11.0,-15.849,0.0,0.0,0.0355,0.586,0.128,0.0897,0.845,119.847
7o7E1nrHWncYY7PY94gCiX,0.68,0.678,1.0,-11.548,1.0,0.0,0.0754,0.103,0.00828,0.204,0.251,131.165
4sWZwY8RQfK6Fc2pYC7tN1,0.349,0.494,4.0,-11.825,1.0,0.0,0.0342,0.785,0.0655,0.066,0.342,157.777
1W5XugQJGhnSATMI5n002M,0.615,0.931,3.0,-7.8,1.0,0.0,0.273,0.0352,2.23e-05,0.0915,0.525,137.544
1BQlFMbF8D0V0gutMmeSaA,0.581,0.663,7.0,-8.701,1.0,0.0,0.0247,0.203,0.0754,0.148,0.201,100.046
3UygY7qW2cvG9Llkay6i1i,0.37,0.858,11.0,-4.885,0.0,0.0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077
5Ct2IAe3uGkhl09wjs3QNV,0.39,0.572,9.0,-7.196,0.0,0.0,0.0368,0.000171,0.772,0.114,0.0463,79.786
5eUS6rHmHP5T1A3zZwyG50,0.571,0.647,2.0,-6.079,1.0,0.0,0.0532,0.196,0.0,0.0802,0.649,81.979
4SHHU5xx7ud4iUR4ebdPuD,0.588,0.923,1.0,-6.942,1.0,1.0,0.0874,0.00116,0.368,0.0984,0.551,89.974
2B5vp0cSEgaHVhOcvGNOLq,0.132,0.969,0.0,-4.875,1.0,0.0,0.115,7.43e-06,0.0668,0.234,0.225,148.561
0khOdsehmA43KWQm6X1ulM,0.519,0.745,6.0,-6.892,0.0,0.0,0.0588,0.0455,0.013,0.159,0.244,81.009
2pHxFL26gxeS4ZnGTxJZAf,0.403,0.906,8.0,-5.546,0.0,0.0,0.0587,0.00033,0.0261,0.281,0.333,104.59
6leusOAUcF7GjBp0SzHsml,0.589,0.654,3.0,-7.901,1.0,0.0,0.0329,0.193,0.0,0.0811,0.383,120.322
5PdSt3wLGZuVNal1ms9uxI,0.445,0.224,11.0,-15.278,0.0,0.0,0.0239,0.537,0.301,0.136,0.29,73.281
1i8XHUZkVdoOCfFumL0Zqt,0.758,0.512,9.0,-8.421,0.0,0.0,0.174,0.266,0.000174,0.126,0.738,91.544
0QRxtcxL31dRAeiUUuENPu,0.335,0.946,2.0,-6.233,1.0,0.0,0.126,0.000278,0.0305,0.136,0.305,153.429
3MdGLgsPkpZIYddDfI2tyN,0.52,0.566,9.0,-6.755,0.0,0.0,0.166,0.163,0.0,0.0399,0.788,71.601
3fmgRWvcNRSZZt2JRdNZvn,0.499,0.974,4.0,-4.759,0.0,0.0,0.0321,0.00186,0.0,0.0446,0.207,133.991
2mnJj0fsacbUWstUhBLanf,0.54,0.851,11.0,-4.381,0.0,0.0,0.0375,0.000106,0.00218,0.145,0.675,126.827
6O0OJJ3sj6DyY2gCJ66Uur,0.824,0.425,2.0,-12.047,1.0,1.0,0.298,0.024,0.0,0.316,0.281,96.028
3svBKSy1pru9EEvnRrNqzf,0.504,0.522,4.0,-8.297,1.0,0.0,0.0259,0.00143,0.000236,0.0958,0.222,81.047
6EZT1hVqncjNYQjtl0mI7M,0.535,0.788,9.0,-6.289,1.0,0.0,0.161,0.48,0.55,0.124,0.53,186.169
4LoFzVisVHdPh9K7Q54ST5,0.409,0.525,0.0,-7.745,0.0,0.0,0.0411,0.0065,0.000977,0.126,0.223,160.033
0Kj9ZykzKFRivonckhEThv,0.59,0.69,4.0,-7.903,0.0,0.0,0.0339,0.00799,0.0344,0.193,0.675,142.487
0bnGCKw1pFLEBlAzaeWrS4,0.41,0.788,0.0,-9.078,1.0,0.0,0.0825,0.0535,0.459,0.109,0.331,118.381
7HsYpUcqgpNKrM1hHJwEty,0.71,0.628,4.0,-8.62,0.0,0.0,0.0344,0.58,0.00822,0.0761,0.285,100.988
3GfbcKb15tIwwgPbWu8RpI,0.701,0.559,5.0,-6.588,0.0,0.0,0.0435,0.286,0.0,0.271,0.691,91.045
3nmWi8IG2tsHnMlRO9Ol2S,0.485,0.779,1.0,-6.111,0.0,0.0,0.245,0.0392,0.0,0.543,0.317,130.076
2cxbNLOKc9CtQ7hcH88ma3,0.253,0.924,8.0,-4.83,1.0,0.0,0.162,0.00179,0.00856,0.281,0.72,171.971
